player;nationality;position;squad;age;value;height;league;games;minutes;goals;assists;saves;Pts/G;CL
Faustino Anjorin;eng ENG;FW;Chelsea;17;2000000;186;Premier League;1;20;0;0;0;1.74;1
Kepa Arrizabalaga;es ESP;GK;Chelsea;24;36000000;186;Premier League;33;2970;0;0;55;1.74;1
CĂ©sar Azpilicueta;es ESP;DF;Chelsea;29;24000000;178;Premier League;36;3229;2;6;0;1.74;1
Ross Barkley;eng ENG;MF;Chelsea;25;21000000;185;Premier League;21;1103;1;4;0;1.74;1
Michy Batshuayi;be BEL;FW;Chelsea;25;17000000;184;Premier League;16;239;1;1;0;1.74;1
Willy Caballero;ar ARG;GK;Chelsea;37;60000;186;Premier League;5;450;0;0;10;1.74;1
Andreas Christensen;dk DEN;DF;Chelsea;23;24000000;188;Premier League;21;1751;0;0;0;1.74;1
Billy Gilmour;sco SCO;MF;Chelsea;18;5000000;170;Premier League;6;194;0;0;0;1.74;1
Olivier Giroud;fr FRA;FW;Chelsea;32;7000000;193;Premier League;18;993;8;0;0;1.74;1
Callum Hudson-Odoi;eng ENG;FW;Chelsea;18;31000000;177;Premier League;22;863;1;5;0;1.74;1
Reece James;eng ENG;DF;Chelsea;19;22000000;182;Premier League;24;1515;0;2;0;1.74;1
Jorginho;it ITA;MF;Chelsea;27;50000000;180;Premier League;31;2379;4;2;0;1.74;1
N'Golo KantĂ©;fr FRA;MF;Chelsea;28;80000000;168;Premier League;22;1732;3;0;0;1.74;1
Mateo Kovacic;hr CRO;MF;Chelsea;25;45000000;177;Premier League;31;2073;1;3;0;1.74;1
Tariq Lamptey;eng ENG;DF;Chelsea;18;3000000;164;Premier League;1;32;0;0;0;1.74;1
Ruben Loftus-Cheek;eng ENG;MF_FW;Chelsea;23;24000000;191;Premier League;7;208;0;1;0;1.74;1
Mason Mount;eng ENG;MF_FW;Chelsea;20;40000000;178;Premier League;37;2867;7;5;0;1.74;1
Emerson Palmieri;it ITA;DF;Chelsea;24;18000000;181;Premier League;15;1024;0;0;0;1.74;1
Pedro;es ESP;FW;Chelsea;32;7500000;167;Premier League;11;661;1;1;0;1.74;1
Christian Pulisic;us USA;FW;Chelsea;20;54000000;172;Premier League;25;1722;9;4;0;1.74;1
Antonio RĂĽdiger;de GER;DF;Chelsea;26;40000000;190;Premier League;20;1710;2;0;0;1.74;1
Fikayo Tomori;eng ENG;DF;Chelsea;21;16000000;184;Premier League;15;1291;1;0;0;1.74;1
Willian;br BRA;FW;Chelsea;30;19000000;175;Premier League;36;2600;9;7;0;1.74;1
Kurt Zouma;fr FRA;DF;Chelsea;24;28000000;190;Premier League;28;2344;0;0;0;1.74;1
Patrick van Aanholt;nl NED;DF;Crystal_Palace;28;9000000;176;Premier League;29;2507;3;2;0;1.13;0
Jordan Ayew;gh GHA;FW_MF;Crystal_Palace;27;6000000;182;Premier League;37;3148;9;2;0;1.13;0
Christian Benteke;be BEL;FW;Crystal_Palace;28;10000000;190;Premier League;24;1261;2;1;0;1.13;0
Gary Cahill;eng ENG;DF;Crystal_Palace;33;4000000;193;Premier League;25;2167;0;1;0;1.13;0
VĂ­ctor Camarasa;es ESP;MF;Crystal_Palace;25;4000000;183;Premier League;1;6;0;0;0;1.13;0
Scott Dann;eng ENG;DF;Crystal_Palace;32;2000000;194;Premier League;16;1266;0;1;0;1.13;0
Vicente Guaita;es ESP;GK;Crystal_Palace;32;4000000;190;Premier League;35;3150;0;0;106;1.13;0
Wayne Hennessey;wal WAL;GK;Crystal_Palace;32;2000000;197;Premier League;3;270;0;0;14;1.13;0
Martin Kelly;eng ENG;DF;Crystal_Palace;29;2000000;191;Premier League;19;1549;0;1;0;1.13;0
Cheikhou KouyatĂ©;sn SEN;MF_DF;Crystal_Palace;29;8000000;189;Premier League;35;2528;1;1;0;1.13;0
James McArthur;sco SCO;MF;Crystal_Palace;31;4000000;178;Premier League;37;3090;0;3;0;1.13;0
James McCarthy;ie IRL;MF;Crystal_Palace;28;2000000;180;Premier League;33;1680;0;0;0;1.13;0
Max Meyer;de GER;MF_FW;Crystal_Palace;23;7000000;173;Premier League;17;655;0;0;0;1.13;0
Luka MilivojeviÄ‡;rs SRB;MF;Crystal_Palace;28;16000000;186;Premier League;31;2513;3;1;0;1.13;0
Tyrick Mitchell;eng ENG;DF;Crystal_Palace;19;5000000;175;Premier League;4;195;0;0;0;1.13;0
Brandon Pierrick;eng ENG;DF_FW;Crystal_Palace;17;250;182;Premier League;2;15;0;0;0;1.13;0
JaĂŻro Riedewald;nl NED;DF_MF;Crystal_Palace;22;4500000;182;Premier League;17;769;0;0;0;1.13;0
Mamadou Sakho;fr FRA;DF;Crystal_Palace;29;9000000;187;Premier League;14;931;0;0;0;1.13;0
Jeffrey Schlupp;gh GHA;MF_DF;Crystal_Palace;26;9000000;178;Premier League;17;1036;3;1;0;1.13;0
James Tomkins;eng ENG;DF;Crystal_Palace;30;4000000;192;Premier League;18;1582;1;1;0;1.13;0
Cenk Tosun;tr TUR;FW;Crystal_Palace;28;12000000;183;Premier League;5;177;1;0;0;1.13;0
Andros Townsend;eng ENG;MF;Crystal_Palace;28;12000000;181;Premier League;24;1294;1;1;0;1.13;0
Joel Ward;eng ENG;DF;Crystal_Palace;29;3200000;186;Premier League;29;2382;0;0;0;1.13;0
Connor Wickham;eng ENG;FW_MF;Crystal_Palace;26;1000000;189;Premier League;6;96;1;1;0;1.13;0
Wilfried Zaha;ci CIV;MF_FW;Crystal_Palace;26;44000000;180;Premier League;38;3280;4;3;0;1.13;0
Opoku Ampomah;gh GHA;FW;Dusseldorf;23;1300000;175;Bundesliga;12;500;0;0;0;0.88;0
Kaan Ayhan;tr TUR;DF;Dusseldorf;24;7000000;185;Bundesliga;31;2731;2;3;0;0.88;0
Lewis Baker;eng ENG;MF;Dusseldorf;24;2000000;182;Bundesliga;8;545;0;0;0;0.88;0
Aymen Barkok;ma MAR;FW_MF;Dusseldorf;21;1000000;188;Bundesliga;3;79;0;0;0;0.88;0
Valon Berisha;xk KVX;MF_FW;Dusseldorf;26;4000000;176;Bundesliga;13;941;0;1;0;0.88;0
Adam Bodzek;de GER;MF;Dusseldorf;33;32500;184;Bundesliga;28;2015;0;0;0;0.88;0
Robin Bormuth;de GER;DF;Dusseldorf;23;1000000;190;Bundesliga;3;181;0;0;0;0.88;0
Oliver Fink;de GER;MF_FW;Dusseldorf;37;25000;187;Bundesliga;14;675;0;1;0;0.88;0
Niko GieĂźelmann;de GER;DF;Dusseldorf;27;2000000;182;Bundesliga;25;2057;1;1;0;0.88;0
Rouwen Hennings;de GER;FW;Dusseldorf;31;2000000;180;Bundesliga;32;2459;15;0;0;0.88;0
AndrĂ© Hoffmann;de GER;DF;Dusseldorf;26;2500000;188;Bundesliga;29;2428;2;1;0;0.88;0
Mathias JĂ¸rgensen;dk DEN;DF;Dusseldorf;29;2000000;189;Bundesliga;9;498;0;1;0;0.88;0
Kenan Karaman;tr TUR;FW;Dusseldorf;25;2000000;189;Bundesliga;20;1354;6;1;0;0.88;0
Florian Kastenmeier;de GER;GK;Dusseldorf;22;65000;192;Bundesliga;17;1530;0;0;50;0.88;0
Dawid Kownacki;pl POL;FW_MF;Dusseldorf;22;4000000;186;Bundesliga;20;1093;0;0;0;0.88;0
Alfredo Morales;us USA;MF;Dusseldorf;29;2000000;183;Bundesliga;27;1730;1;2;0;0.88;0
Kasim Nuhu;gh GHA;DF;Dusseldorf;24;2500000;190;Bundesliga;13;999;1;0;0;0.88;0
Kelvin Ofori;gh GHA;MF_FW;Dusseldorf;18;30000;172;Bundesliga;2;37;0;0;0;0.88;0
Thomas Pledl;de GER;DF_MF;Dusseldorf;25;80000;174;Bundesliga;5;91;0;0;0;0.88;0
Steven Skrzybski;de GER;FW_MF;Dusseldorf;26;1000000;174;Bundesliga;11;530;1;2;0;0.88;0
Marcel Sobottka;de GER;MF;Dusseldorf;25;2000000;185;Bundesliga;18;701;0;1;0;0.88;0
Zack Steffen;us USA;GK;Dusseldorf;24;6000000;191;Bundesliga;17;1530;0;0;61;0.88;0
Kevin StĂ¶ger;at AUT;MF;Dusseldorf;25;4000000;175;Bundesliga;17;1268;0;4;0;0.88;0
Markus Suttner;at AUT;DF_MF;Dusseldorf;32;80000;179;Bundesliga;21;1339;0;1;0;0.88;0
Bernard Tekpetey;gh GHA;FW_MF;Dusseldorf;21;1000000;172;Bundesliga;9;448;0;1;0;0.88;0
Erik Thommy;de GER;DF_FW;Dusseldorf;24;4000000;175;Bundesliga;34;2259;6;4;0;0.88;0
Jean Zimmer;de GER;DF_MF;Dusseldorf;25;1000000;172;Bundesliga;17;719;0;0;0;0.88;0
Matthias Zimmermann;de GER;DF_MF;Dusseldorf;27;4000000;177;Bundesliga;34;2923;1;2;0;0.88;0
Nayef Aguerd;ma MAR;DF;Dijon;23;2000000;188;Ligue 1;11;957;1;0;0;1.07;0
RĂşnar Alex RĂşnarsson;is ISL;GK;Dijon;24;1000000;186;Ligue 1;11;901;0;0;29;1.07;0
MickaĂ«l Alphonse;GPE;DF;Dijon;30;72500;182;Ligue 1;17;1378;0;1;0;1.07;0
Romain Amalfitano;fr FRA;MF;Dijon;29;1000000;175;Ligue 1;26;1695;1;1;0;1.07;0
Florent Balmont;fr FRA;MF;Dijon;39;25000;168;Ligue 1;11;401;0;0;0;1.07;0
Yassine Benzia;dz ALG;MF;Dijon;24;1000000;178;Ligue 1;3;173;0;0;0;1.07;0
Jhonder CĂˇdiz;ve VEN;FW_MF;Dijon;24;2000000;190;Ligue 1;17;799;2;2;0;1.07;0
Fouad Chafik;ma MAR;DF;Dijon;32;65000;183;Ligue 1;20;1528;0;2;0;1.07;0
Mounir Chouiar;fr FRA;MF_FW;Dijon;20;7000000;180;Ligue 1;20;1506;4;0;0;1.07;0
Senou Coulibaly;ml MLI;DF;Dijon;24;80000;193;Ligue 1;10;666;0;0;0;1.07;0
Bruno Ecuele Manga;ga GAB;DF;Dijon;31;2000000;186;Ligue 1;28;2520;0;0;0;1.07;0
Alfred Gomis;sn SEN;GK;Dijon;25;2000000;196;Ligue 1;19;1619;0;0;65;1.07;0
Didier Ibrahim Ndong;ga GAB;MF;Dijon;25;3500000;179;Ligue 1;27;2386;0;3;0;1.07;0
Benjamin Jeannot;fr FRA;MF;Dijon;27;1000000;183;Ligue 1;2;167;0;0;0;1.07;0
Jules Keita;gn GUI;MF_FW;Dijon;21;1000000;168;Ligue 1;3;158;0;0;0;1.07;0
Wesley Lautoa;nc NCL;MF_DF;Dijon;31;1000000;184;Ligue 1;23;1869;0;1;0;1.07;0
Enzo Loiodice;fr FRA;MF;Dijon;18;4000000;176;Ligue 1;5;192;0;0;0;1.07;0
Jordan MariĂ©;fr FRA;MF;Dijon;27;80000;177;Ligue 1;8;201;0;0;0;1.07;0
Stephy Mavididi;eng ENG;FW_MF;Dijon;21;3000000;183;Ligue 1;24;1391;5;1;0;1.07;0
Hamza Mendyl;ma MAR;DF;Dijon;21;2000000;179;Ligue 1;18;1441;1;0;0;1.07;0
Muzinga Ngonda;cd COD;DF;Dijon;25;400;182;Ligue 1;6;540;0;0;0;1.07;0
Rayan Philippe;fr FRA;DF_FW;Dijon;18;700;177;Ligue 1;1;30;0;0;0;1.07;0
Mama Samba BaldĂ©;gw GNB;FW_MF;Dijon;23;3500000;181;Ligue 1;24;1676;6;2;0;1.07;0
FrĂ©dĂ©ric Sammaritano;fr FRA;MF_FW;Dijon;33;32500;162;Ligue 1;10;518;1;2;0;1.07;0
Matheus Pereira da Silva;br BRA;MF_FW;Dijon;21;1000000;183;Ligue 1;10;465;0;0;0;1.07;0
Bryan SoumarĂ©;fr FRA;MF_FW;Dijon;20;72500;180;Ligue 1;12;384;0;0;0;1.07;0
JĂşlio Tavares;cv CPV;FW;Dijon;30;2200000;187;Ligue 1;23;1997;5;2;0;1.07;0
Manuel Akanji;ch SUI;DF;Dortmund;24;20000000;187;Bundesliga;29;2309;0;1;0;2.03;1
Paco AlcĂˇcer;es ESP;FW;Dortmund;25;28000000;175;Bundesliga;11;530;5;1;0;2.03;1
Leonardo Balerdi;ar ARG;DF_MF;Dortmund;20;7000000;187;Bundesliga;7;133;0;0;0;2.03;1
Julian Brandt;de GER;MF_FW;Dortmund;23;40000000;185;Bundesliga;33;2203;3;7;0;2.03;1
Jacob Bruun Larsen;dk DEN;FW;Dortmund;20;11000000;183;Bundesliga;4;68;0;1;0;2.03;1
Roman BĂĽrki;ch SUI;GK;Dortmund;28;11000000;187;Bundesliga;31;2770;0;0;59;2.03;1
Emre Can;de GER;MF_DF;Dortmund;25;26000000;186;Bundesliga;12;955;2;0;0;2.03;1
Mahmoud Dahoud;de GER;MF;Dortmund;23;6000000;178;Bundesliga;12;558;0;1;0;2.03;1
Thomas Delaney;dk DEN;MF;Dortmund;27;17000000;182;Bundesliga;11;830;0;0;0;2.03;1
Mario GĂ¶tze;de GER;FW;Dortmund;27;10000000;176;Bundesliga;15;521;3;0;0;2.03;1
RaphaĂ«l Guerreiro;pt POR;DF;Dortmund;25;28000000;170;Bundesliga;29;2335;8;2;0;2.03;1
Achraf Hakimi;ma MAR;DF_FW;Dortmund;20;54000000;181;Bundesliga;33;2715;5;10;0;2.03;1
Erling HĂĄland;no NOR;FW;Dortmund;19;72000000;194;Bundesliga;15;1063;13;2;0;2.03;1
Thorgan Hazard;be BEL;FW_MF;Dortmund;26;32000000;175;Bundesliga;33;2380;7;13;0;2.03;1
Marwin Hitz;ch SUI;GK;Dortmund;31;2000000;194;Bundesliga;4;290;0;0;6;2.03;1
Mats Hummels;de GER;DF;Dortmund;30;24000000;191;Bundesliga;31;2581;1;3;0;2.03;1
Mateu Morey;es ESP;DF_FW;Dortmund;19;3000000;173;Bundesliga;5;197;0;1;0;2.03;1
Lukasz Piszczek;pl POL;DF;Dortmund;34;2000000;184;Bundesliga;29;2106;1;3;0;2.03;1
Tobias Raschl;de GER;MF;Dortmund;19;90000;177;Bundesliga;1;26;0;0;0;2.03;1
Marco Reus;de GER;MF_FW;Dortmund;30;32000000;180;Bundesliga;19;1495;11;5;0;2.03;1
Gio Reyna;us USA;MF_FW;Dortmund;16;30000000;185;Bundesliga;15;355;0;1;0;2.03;1
Jadon Sancho;eng ENG;FW_MF;Dortmund;19;117000000;180;Bundesliga;32;2287;17;16;0;2.03;1
Marcel Schmelzer;de GER;DF;Dortmund;31;1000000;180;Bundesliga;7;66;1;1;0;2.03;1
Nico Schulz;de GER;DF;Dortmund;26;16000000;180;Bundesliga;11;594;1;0;0;2.03;1
Julian Weigl;de GER;MF_DF;Dortmund;23;18000000;186;Bundesliga;13;1019;1;0;0;2.03;1
Axel Witsel;be BEL;MF;Dortmund;30;21000000;188;Bundesliga;28;2245;4;5;0;2.03;1
Dan-Axel Zagadou;fr FRA;DF;Dortmund;20;31000000;196;Bundesliga;15;983;1;1;0;2.03;1
Sergio Ălvarez;es ESP;MF_DF;Eibar;27;1000000;179;La Liga;18;1147;0;0;3;1.11;0
JosĂ© Ăngel;es ESP;DF;Eibar;29;3000000;182;La Liga;28;2360;1;1;0;1.11;0
Anaitz Arbilla;es ESP;DF;Eibar;32;1000000;178;La Liga;24;2007;1;0;0;1.11;0
Miguel Atienza;es ESP;MF;Eibar;0;15000;186;La Liga;3;30;0;0;0;1.11;0
Pedro Bigas;es ESP;DF;Eibar;28;1000000;181;La Liga;23;1777;3;0;0;1.11;0
Pablo de Blasis;ar ARG;DF_MF;Eibar;31;1000000;165;La Liga;30;1604;2;3;0;1.11;0
Esteban Burgos;ar ARG;DF;Eibar;27;72500;191;La Liga;15;1119;1;0;0;1.11;0
Charles;br BRA;FW;Eibar;35;500;179;La Liga;30;1301;6;0;0;1.11;0
Rober Correa;es ESP;DF;Eibar;26;600;180;La Liga;12;929;0;0;0;1.11;0
SebastiĂˇn CristĂłforo;uy URU;MF;Eibar;25;1000000;173;La Liga;18;877;0;0;0;1.11;0
Papakouli Diop;sn SEN;MF;Eibar;33;800;180;La Liga;30;2253;1;0;0;1.11;0
Marko DmitroviÄ‡;rs SRB;GK;Eibar;27;10000000;194;La Liga;35;3150;0;0;67;1.11;0
Sergi Enrich;es ESP;FW;Eibar;29;2000000;181;La Liga;30;1865;1;4;0;1.11;0
Gonzalo Escalante;ar ARG;MF;Eibar;26;3000000;182;La Liga;23;1674;0;1;0;1.11;0
Edu ExpĂłsito;es ESP;MF;Eibar;22;3000000;178;La Liga;35;2316;4;1;0;1.11;0
Takashi Inui;jp JPN;MF_FW;Eibar;31;2000000;169;La Liga;29;1960;2;3;0;1.11;0
Kike;es ESP;FW;Eibar;29;2400000;186;La Liga;27;1767;5;1;0;1.11;0
Pedro LeĂłn;es ESP;MF_FW;Eibar;32;1000000;183;La Liga;31;1896;1;2;0;1.11;0
Miguel MarĂ­;es ESP;MF;Eibar;22;25000;185;La Liga;1;6;0;0;0;1.11;0
Paulo Oliveira;pt POR;DF;Eibar;27;4000000;187;La Liga;26;2090;1;0;0;1.11;0
FabiĂˇn Orellana;cl CHI;MF_FW;Eibar;33;1000000;171;La Liga;29;2390;8;7;0;1.11;0
Quique;es ESP;FW;Eibar;29;800;177;La Liga;15;490;0;1;0;1.11;0
IvĂˇn Ramis;es ESP;DF;Eibar;34;65000;189;La Liga;7;457;1;0;0;1.11;0
Rafa Soares;pt POR;DF_MF;Eibar;24;2000000;178;La Liga;6;435;0;0;0;1.11;0
Ălvaro Tejero;es ESP;DF;Eibar;23;2000000;174;La Liga;18;1447;0;0;0;1.11;0
David Abraham;ar ARG;DF;Eint_Frankfurt;33;1000000;188;Bundesliga;20;1688;2;0;0;1.32;0
Timothy Chandler;us USA;DF_MF;Eint_Frankfurt;29;2000000;186;Bundesliga;22;1220;5;1;0;1.32;0
Danny da Costa;de GER;DF_MF;Eint_Frankfurt;26;8000000;187;Bundesliga;19;1389;1;4;0;1.32;0
Bas Dost;nl NED;FW;Eint_Frankfurt;30;5500000;196;Bundesliga;24;1475;8;2;0;1.32;0
Erik Durm;de GER;DF;Eint_Frankfurt;27;1500000;183;Bundesliga;9;511;0;0;0;1.32;0
Simon Falette;gn GUI;DF;Eint_Frankfurt;27;2000000;185;Bundesliga;1;90;0;0;0;1.32;0
Gelson Fernandes;ch SUI;MF;Eint_Frankfurt;32;1000000;180;Bundesliga;11;775;0;0;0;1.32;0
Mijat GaÄ‡inoviÄ‡;rs SRB;MF_FW;Eint_Frankfurt;24;6000000;175;Bundesliga;23;1048;0;1;0;1.32;0
Jonathan de GuzmĂˇn;nl NED;MF_FW;Eint_Frankfurt;31;1000000;173;Bundesliga;8;87;0;1;0;1.32;0
Makoto Hasebe;jp JPN;DF_MF;Eint_Frankfurt;35;80000;180;Bundesliga;23;1968;0;0;0;1.32;0
Martin Hinteregger;at AUT;DF;Eint_Frankfurt;26;14000000;184;Bundesliga;31;2721;8;1;0;1.32;0
Stefan Ilsanker;at AUT;DF_MF;Eint_Frankfurt;30;2000000;189;Bundesliga;12;838;2;1;0;1.32;0
Dejan JoveljiÄ‡;rs SRB;FW;Eint_Frankfurt;19;3600000;182;Bundesliga;4;150;0;0;0;1.32;0
Daichi Kamada;jp JPN;MF_FW;Eint_Frankfurt;22;8000000;180;Bundesliga;28;1969;2;4;0;1.32;0
Dominik Kohr;de GER;MF;Eint_Frankfurt;25;6000000;183;Bundesliga;26;1445;0;3;0;1.32;0
Filip KostiÄ‡;rs SRB;DF_MF;Eint_Frankfurt;26;32000000;184;Bundesliga;33;2958;4;11;0;1.32;0
Obite N'Dicka;fr FRA;DF;Eint_Frankfurt;19;22500000;192;Bundesliga;22;1721;1;1;0;1.32;0
GonĂ§alo PaciĂŞncia;pt POR;FW;Eint_Frankfurt;24;12000000;184;Bundesliga;23;1283;7;3;0;1.32;0
Sebastian Rode;de GER;MF;Eint_Frankfurt;28;4000000;179;Bundesliga;29;1936;3;3;0;1.32;0
Frederik RĂ¸nnow;dk DEN;GK;Eint_Frankfurt;26;3500000;190;Bundesliga;9;810;0;0;35;1.32;0
AndrĂ© Silva;pt POR;FW;Eint_Frankfurt;23;16000000;184;Bundesliga;25;1575;12;3;0;1.32;0
Djibril Sow;ch SUI;MF;Eint_Frankfurt;22;9000000;184;Bundesliga;29;1746;1;3;0;1.32;0
Lucas TorrĂł;es ESP;MF_FW;Eint_Frankfurt;25;2000000;190;Bundesliga;7;331;0;0;0;1.32;0
Almamy TourĂ©;ml MLI;DF;Eint_Frankfurt;23;6000000;183;Bundesliga;19;1491;1;3;0;1.32;0
Kevin Trapp;de GER;GK;Eint_Frankfurt;29;8000000;189;Bundesliga;22;1980;0;0;69;1.32;0
Felix Wiedwald;de GER;GK;Eint_Frankfurt;29;47500;190;Bundesliga;3;270;0;0;13;1.32;0
Leandro Cabrera;uy URU;DF;Espanyol;28;8000000;190;La Liga;17;1530;0;1;0;0.66;0
Fernando Calero;es ESP;DF;Espanyol;23;4000000;184;La Liga;15;1043;0;0;0;0.66;0
Jonathan Calleri;ar ARG;FW;Espanyol;25;6000000;181;La Liga;27;1811;1;3;0;0.66;0
VĂ­ctor Campuzano;es ESP;FW;Espanyol;22;2000000;174;La Liga;20;870;0;0;0;0.66;0
SĂ©bastien Corchia;fr FRA;DF;Espanyol;28;1000000;176;La Liga;3;269;0;0;0;0.66;0
Sergi Darder;es ESP;MF_FW;Espanyol;25;11000000;180;La Liga;36;2658;2;1;0;0.66;0
Adri Embarba;es ESP;MF_FW;Espanyol;27;7000000;173;La Liga;18;1371;2;4;0;0.66;0
Bernardo Espinosa;co COL;DF;Espanyol;30;4000000;192;La Liga;26;2259;3;0;0;0.66;0
Facundo Ferreyra;ar ARG;FW;Espanyol;28;3000000;183;La Liga;16;574;1;0;0;0.66;0
Esteban Granero;es ESP;MF;Espanyol;32;2000000;180;La Liga;11;473;1;0;0;0.66;0
Ander Iturraspe;es ESP;MF;Espanyol;30;2000000;187;La Liga;8;242;0;0;0;0.66;0
Wu Lei;cn CHN;FW_MF;Espanyol;27;6000000;174;La Liga;33;1719;4;0;0;0.66;0
David LĂłpez;es ESP;DF_MF;Espanyol;29;6000000;185;La Liga;32;2455;4;2;0;0.66;0
Diego LĂłpez;es ESP;GK;Espanyol;37;80000;196;La Liga;36;3232;0;0;101;0.66;0
Javi LĂłpez;es ESP;DF;Espanyol;33;80000;180;La Liga;17;1384;0;0;0;0.66;0
Lluis LĂłpez;es ESP;DF;Espanyol;22;1000000;182;La Liga;4;300;0;0;0;0.66;0
Pol Lozano;es ESP;MF_FW;Espanyol;19;1000000;176;La Liga;5;173;0;0;0;0.66;0
Ă“scar Melendo;es ESP;MF_FW;Espanyol;21;6000000;167;La Liga;24;1115;0;0;0;0.66;0
Naldo;br BRA;DF;Espanyol;30;1500000;188;La Liga;18;1332;0;1;0;0.66;0
Oier OlazĂˇbal;es ESP;GK;Espanyol;29;1000000;189;La Liga;2;180;0;0;4;0.66;0
Pedrosa;es ESP;DF_MF;Espanyol;21;5000000;172;La Liga;20;1087;1;0;0;0.66;0
Victor Perea;es ESP;DF;Espanyol;19;2300000;169;La Liga;18;1270;0;0;0;0.66;0
Pablo Piatti;ar ARG;DF_MF;Espanyol;30;2000000;163;La Liga;3;56;0;0;0;0.66;0
Pipa;es ESP;DF;Espanyol;21;700;175;La Liga;7;473;0;0;0;0.66;0
Nico Ribaudo;es ESP;FW_MF;Espanyol;18;3000000;173;La Liga;6;182;0;0;0;0.66;0
Marc Roca;es ESP;MF;Espanyol;22;16000000;184;La Liga;35;3008;2;1;0;0.66;0
VĂ­ctor SĂˇnchez;es ESP;MF_DF;Espanyol;31;2000000;174;La Liga;25;1688;0;1;0;0.66;0
KĂ©vin Soni;cm CMR;FW;Espanyol;21;20000;183;La Liga;1;4;0;0;0;0.66;0
RaĂşl de TomĂˇs;es ESP;FW;Espanyol;24;16000000;180;La Liga;14;1075;4;0;0;0.66;0
MatĂ­as Vargas;ar ARG;FW_MF;Espanyol;22;9000000;168;La Liga;21;1024;0;3;0;0.66;0
DĂ­dac VilĂ ;es ESP;DF;Espanyol;30;3000000;185;La Liga;30;2492;0;0;0;0.66;0
Leighton Baines;eng ENG;DF;Everton;34;1000000;170;Premier League;8;404;0;0;0;1.29;0
Bernard;br BRA;MF_FW;Everton;26;15000000;164;Premier League;27;1280;3;2;0;1.29;0
Jarrad Branthwaite;eng ENG;DF;Everton;17;2000000;195;Premier League;4;300;0;0;0;1.29;0
Dominic Calvert-Lewin;eng ENG;FW;Everton;22;24000000;187;Premier League;36;2626;13;1;0;1.29;0
SĂ©amus Coleman;ie IRL;DF;Everton;30;9500000;177;Premier League;27;1839;0;1;0;1.29;0
Tom Davies;eng ENG;MF;Everton;21;16000000;180;Premier League;30;2027;1;0;0;1.29;0
Fabian Delph;eng ENG;MF;Everton;29;12000000;174;Premier League;16;1190;0;0;0;1.29;0
Lucas Digne;fr FRA;DF;Everton;26;28000000;178;Premier League;35;3030;0;7;0;1.29;0
Jean-Philippe Gbamin;ci CIV;MF;Everton;23;22000000;186;Premier League;2;136;0;0;0;1.29;0
AndrĂ© Gomes;pt POR;MF;Everton;26;22000000;188;Premier League;19;1458;0;1;0;1.29;0
Anthony Gordon;eng ENG;MF_FW;Everton;18;1000000;173;Premier League;11;440;0;1;0;1.29;0
Mason Holgate;eng ENG;DF;Everton;22;13000000;187;Premier League;27;2054;0;3;0;1.29;0
Alex Iwobi;ng NGA;MF_FW;Everton;23;25000000;183;Premier League;25;1596;1;0;0;1.29;0
Moise Kean;it ITA;FW;Everton;19;25000000;183;Premier League;29;852;2;2;0;1.29;0
Michael Keane;eng ENG;DF;Everton;26;20000000;188;Premier League;31;2559;2;0;0;1.29;0
Yerry Mina;co COL;DF;Everton;24;20000000;195;Premier League;29;2284;2;1;0;1.29;0
Oumar Niasse;sn SEN;FW;Everton;29;3000000;182;Premier League;3;22;0;0;0;1.29;0
Jordan Pickford;eng ENG;GK;Everton;25;28000000;185;Premier League;38;3420;0;0;95;1.29;0
Richarlison;br BRA;FW;Everton;22;60000000;184;Premier League;36;3070;13;3;0;1.29;0
Morgan Schneiderlin;fr FRA;MF;Everton;29;9000000;186;Premier League;15;1001;0;0;0;1.29;0
Djibril SidibĂ©;fr FRA;DF;Everton;27;9000000;182;Premier League;25;1824;0;4;0;1.29;0
Gylfi SigurĂ°sson;is ISL;MF;Everton;29;18000000;186;Premier League;35;2560;2;3;0;1.29;0
Cenk Tosun;tr TUR;FW;Everton;28;12000000;183;Premier League;5;291;1;0;0;1.29;0
Theo Walcott;eng ENG;MF_FW;Everton;30;12000000;175;Premier League;25;1287;2;3;0;1.29;0
Kevin Agudelo;co COL;MF_FW;Fiorentina;20;2000000;178;Serie A;3;64;0;0;0;1.29;0
Milan Badelj;hr CRO;MF;Fiorentina;30;2000000;186;Serie A;22;1585;1;0;0;1.29;0
Marco Benassi;it ITA;MF;Fiorentina;24;11000000;184;Serie A;18;980;1;1;0;1.29;0
Kevin-Prince Boateng;gh GHA;FW;Fiorentina;32;3000000;186;Serie A;14;599;1;0;0;1.29;0
Federico Brancolini;it ITA;GK;Fiorentina;18;30000;192;Serie A;1;6;0;0;0;1.29;0
MartĂ­n CĂˇceres;uy URU;DF;Fiorentina;32;1000000;180;Serie A;27;2356;1;0;0;1.29;0
Gaetano Castrovilli;it ITA;MF;Fiorentina;22;20000000;187;Serie A;33;2673;3;2;0;1.29;0
Federico Ceccherini;it ITA;DF;Fiorentina;27;2000000;187;Serie A;15;835;0;0;0;1.29;0
Federico Chiesa;it ITA;FW_DF;Fiorentina;21;48000000;180;Serie A;34;2637;11;6;0;1.29;0
SebastiĂˇn CristĂłforo;uy URU;MF;Fiorentina;25;1000000;173;Serie A;1;90;0;0;0;1.29;0
