player;nationality;position;squad;age;value;height;league;games;minutes;goals;assists;saves;Pts/G;CL
Juan PĂ©rez;es ESP;GK;Osasuna;23;40000;191;La Liga;2;180;0;0;6;1.37;0
Facundo Roncaglia;ar ARG;DF;Osasuna;32;1000000;179;La Liga;16;1277;1;0;0;1.37;0
RubĂ©n;es ESP;GK;Osasuna;35;500;187;La Liga;19;1583;0;0;29;1.37;0
Oier Sanjurjo;es ESP;MF;Osasuna;33;800;178;La Liga;29;2320;2;1;0;1.37;0
Roberto Torres;es ESP;MF_FW;Osasuna;30;4000000;178;La Liga;36;2717;7;8;0;1.37;0
Nacho Vidal;es ESP;DF;Osasuna;24;2000000;180;La Liga;30;2332;0;0;0;1.37;0
Juan Villar;es ESP;FW;Osasuna;31;65000;182;La Liga;10;240;1;0;0;1.37;0
Christopher Antwi-Adjei;gh GHA;MF_FW;Paderborn_07;25;1000000;173;Bundesliga;34;2470;1;2;0;0.59;0
Jamilu Collins;ng NGA;DF;Paderborn_07;24;2000000;183;Bundesliga;30;2668;1;2;0;0.59;0
Mohamed DrĂ¤ger;tn TUN;DF;Paderborn_07;23;1000000;178;Bundesliga;18;1455;1;3;0;0.59;0
Antony Evans;eng ENG;MF_DF;Paderborn_07;20;35000;186;Bundesliga;6;156;0;0;0;0.59;0
Samuel Fridjonsson;is ISL;MF;Paderborn_07;23;400;186;Bundesliga;5;192;0;0;0;0.59;0
Klaus Gjasula;al ALB;MF;Paderborn_07;29;72500;190;Bundesliga;29;2280;2;1;0;0.59;0
Gerrit Holtmann;de GER;MF_DF;Paderborn_07;24;1000000;185;Bundesliga;24;1065;1;0;0;0.59;0
Uwe HĂĽnemeier;de GER;DF;Paderborn_07;33;32500;189;Bundesliga;16;1209;1;0;0;0.59;0
Jannik Huth;de GER;GK;Paderborn_07;25;60000;183;Bundesliga;6;540;0;0;16;0.59;0
Laurent Jans;lu LUX;DF;Paderborn_07;26;55000;175;Bundesliga;22;1571;0;1;0;0.59;0
Dennis Jastrzembski;pl POL;DF_MF;Paderborn_07;19;45000;177;Bundesliga;6;177;0;0;0;0.59;0
Luca Kilian;de GER;DF;Paderborn_07;19;1000000;192;Bundesliga;15;1261;0;0;0;0.59;0
Streli Mamba;de GER;FW;Paderborn_07;25;1000000;174;Bundesliga;24;1521;5;2;0;0.59;0
Sven Michel;de GER;FW;Paderborn_07;29;1000000;179;Bundesliga;29;1376;5;1;0;0.59;0
Cauly Oliveira Souza;br BRA;MF_FW;Paderborn_07;23;1400000;175;Bundesliga;13;717;2;0;0;0.59;0
Kai PrĂ¶ger;de GER;MF_FW;Paderborn_07;27;1000000;177;Bundesliga;31;2079;2;6;0;0.59;0
Marlon Ritter;de GER;MF;Paderborn_07;24;40000;173;Bundesliga;11;435;0;1;0;0.59;0
Abdelhamid Sabiri;de GER;MF;Paderborn_07;22;1000000;186;Bundesliga;24;1048;4;1;0;0.59;0
Sebastian Schonlau;de GER;DF;Paderborn_07;24;1000000;185;Bundesliga;23;2070;2;0;0;0.59;0
Khiry Shelton;us USA;FW_MF;Paderborn_07;26;40000;191;Bundesliga;2;34;0;0;0;0.59;0
Dennis Srbeny;de GER;FW_MF;Paderborn_07;25;80000;190;Bundesliga;17;1119;5;1;0;0.59;0
Christian Strohdiek;de GER;DF;Paderborn_07;31;47500;192;Bundesliga;16;1363;1;2;0;0.59;0
Sebastian Vasiliadis;gr GRE;MF;Paderborn_07;21;3000000;177;Bundesliga;32;2808;1;1;0;0.59;0
Leopold Zingerle;de GER;GK;Paderborn_07;25;1000000;185;Bundesliga;28;2520;0;0;95;0.59;0
Ben Zolinski;de GER;FW_MF;Paderborn_07;27;72500;181;Bundesliga;28;1210;3;2;0;0.59;0
Adil Aouchiche;fr FRA;MF;Paris_S-G;17;5000000;181;Ligue 1;1;64;0;0;0;2.52;1
Alphonse Areola;fr FRA;GK;Paris_S-G;26;13000000;195;Ligue 1;3;270;0;0;2;2.52;1
Mitchel Bakker;nl NED;DF;Paris_S-G;19;90000;185;Ligue 1;1;90;0;0;0;2.52;1
Juan Bernat;es ESP;DF_MF;Paris_S-G;26;16000000;170;Ligue 1;18;1388;0;4;0;2.52;1
Marcin Bulka;pl POL;GK;Paris_S-G;19;900;199;Ligue 1;1;90;0;0;0;2.52;1
Edinson Cavani;uy URU;FW;Paris_S-G;32;20000000;184;Ligue 1;14;605;4;1;0;2.52;1
Colin Dagba;fr FRA;DF;Paris_S-G;20;16000000;170;Ligue 1;10;668;0;0;0;2.52;1
Ăngel Di MarĂ­a;ar ARG;FW_MF;Paris_S-G;31;32000000;180;Ligue 1;26;2000;8;14;0;2.52;1
Abdou Diallo;fr FRA;DF;Paris_S-G;23;28000000;187;Ligue 1;16;1201;0;1;0;2.52;1
Julian Draxler;de GER;MF;Paris_S-G;25;24000000;187;Ligue 1;11;686;0;4;0;2.52;1
Idrissa Gana Gueye;sn SEN;MF;Paris_S-G;29;24000000;174;Ligue 1;20;1653;1;2;0;2.52;1
Ander Herrera;es ESP;MF_DF;Paris_S-G;29;16000000;182;Ligue 1;8;547;1;1;0;2.52;1
Mauro Icardi;ar ARG;FW;Paris_S-G;26;60000000;181;Ligue 1;20;1267;12;2;0;2.52;1
Thilo Kehrer;de GER;DF;Paris_S-G;22;28000000;186;Ligue 1;7;480;1;0;0;2.52;1
Presnel Kimpembe;fr FRA;DF;Paris_S-G;23;28000000;189;Ligue 1;16;1225;0;0;0;2.52;1
Nianzou Kouassi;fr FRA;DF_MF;Paris_S-G;17;11000000;187;Ligue 1;6;452;2;0;0;2.52;1
Layvin Kurzawa;fr FRA;DF;Paris_S-G;26;12000000;182;Ligue 1;14;858;1;0;0;2.52;1
Marquinhos;br BRA;MF_DF;Paris_S-G;25;70000000;183;Ligue 1;19;1476;3;1;0;2.52;1
Eric Maxim Choupo-Moting;cm CMR;FW_MF;Paris_S-G;30;4000000;191;Ligue 1;9;451;3;1;0;2.52;1
Kylian MbappĂ©;fr FRA;FW;Paris_S-G;20;180000000;178;Ligue 1;20;1513;18;5;0;2.52;1
LoĂŻc Mbe Soh;fr FRA;DF;Paris_S-G;18;4000000;187;Ligue 1;1;58;0;0;0;2.52;1
Thomas Meunier;be BEL;DF;Paris_S-G;27;24000000;191;Ligue 1;16;1242;0;1;0;2.52;1
Keylor Navas;cr CRC;GK;Paris_S-G;32;8000000;185;Ligue 1;21;1890;0;0;46;2.52;1
Neymar;br BRA;MF_FW;Paris_S-G;27;128000000;175;Ligue 1;15;1318;13;6;0;2.52;1
Leandro Paredes;ar ARG;MF;Paris_S-G;25;20000000;180;Ligue 1;17;814;0;0;0;2.52;1
Sergio Rico;es ESP;GK;Paris_S-G;25;8000000;195;Ligue 1;2;180;0;0;7;2.52;1
Pablo Sarabia;es ESP;FW_MF;Paris_S-G;27;28000000;174;Ligue 1;21;1164;4;3;0;2.52;1
Thiago Silva;br BRA;DF;Paris_S-G;34;4000000;183;Ligue 1;21;1571;0;0;0;2.52;1
Marco Verratti;it ITA;MF;Paris_S-G;26;60000000;165;Ligue 1;20;1482;0;5;0;2.52;1
Arthur Zagre;fr FRA;MF;Paris_S-G;17;6000000;168;Ligue 1;1;25;0;0;0;2.52;1
Bruno Alves;pt POR;DF;Parma;37;80000;189;Serie A;33;2671;0;0;0;1.29;0
Antonino BarillĂ ;it ITA;MF;Parma;31;1000000;180;Serie A;26;1688;1;2;0;1.29;0
GastĂłn Brugman;uy URU;MF;Parma;26;2000000;175;Serie A;23;1458;0;2;0;1.29;0
Gianluca Caprari;it ITA;FW_MF;Parma;26;6000000;171;Serie A;12;589;2;0;0;1.29;0
Simone Colombi;it ITA;GK;Parma;28;65000;188;Serie A;4;360;0;0;14;1.29;0
Andreas Cornelius;dk DEN;FW;Parma;26;8000000;193;Serie A;26;1494;12;3;0;1.29;0
